review,rating,date,review_length,bank,source,neg,neu,pos,compound,sentiment
Pro max,5,2025-01-17,7,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The most good app and easy,5,2025-01-16,26,Dashen Bank,Google Play Store,0.0,0.396,0.604,0.7264,positive
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,122,Dashen Bank,Google Play Store,0.0,0.608,0.392,0.9115,positive
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,66,Dashen Bank,Google Play Store,0.0,0.807,0.193,0.4767,positive
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,35,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Best app.,5,2025-01-16,9,Dashen Bank,Google Play Store,0.0,0.192,0.808,0.6369,positive
Better Move to catch the competition up👍,5,2025-01-16,40,Dashen Bank,Google Play Store,0.0,0.734,0.266,0.4404,positive
"Great job my home, my bank.",5,2025-01-16,27,Dashen Bank,Google Play Store,0.0,0.549,0.451,0.6249,positive
Always one step ahead! What a masterpiece.,5,2025-01-16,42,Dashen Bank,Google Play Store,0.0,0.577,0.423,0.6588,positive
Great App Well done Dashen Bank,5,2025-01-15,31,Dashen Bank,Google Play Store,0.0,0.392,0.608,0.7351,positive
Great!,5,2025-01-15,6,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.6588,positive
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,88,Dashen Bank,Google Play Store,0.0,0.706,0.294,0.7043,positive
Always one step forward,5,2025-01-15,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,173,Dashen Bank,Google Play Store,0.0,0.778,0.222,0.7896,positive
Small size with vast features and functionalities.,5,2025-01-15,50,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,43,Dashen Bank,Google Play Store,0.0,0.475,0.525,0.873,positive
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,271,Dashen Bank,Google Play Store,0.0,0.734,0.266,0.9387,positive
Dashen Bank Always One Step Ahead!,5,2025-01-15,34,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
U can't create account,1,2025-01-15,22,Dashen Bank,Google Play Store,0.377,0.623,0.0,-0.2057,negative
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,101,Dashen Bank,Google Play Store,0.0,0.627,0.373,0.8777,positive
We will see it,2,2025-01-15,14,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Always one step a head!,5,2025-01-15,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"A lightweight,catchy and smooth app",5,2025-01-15,35,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,75,Dashen Bank,Google Play Store,0.0,0.343,0.657,0.9245,positive
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,75,Dashen Bank,Google Play Store,0.0,0.668,0.332,0.7888,positive
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,214,Dashen Bank,Google Play Store,0.0,0.675,0.325,0.946,positive
This is My Bank!,5,2025-01-15,16,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,34,Dashen Bank,Google Play Store,0.0,0.534,0.466,0.5399,positive
ALWAYS ONE STEP AHEAD,5,2025-01-14,21,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Well developed,5,2025-01-14,14,Dashen Bank,Google Play Store,0.0,0.323,0.677,0.2732,positive
oh nice!!! i wish it's very nice app,5,2025-01-14,36,Dashen Bank,Google Play Store,0.0,0.346,0.654,0.858,positive
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,75,Dashen Bank,Google Play Store,0.0,0.656,0.344,0.743,positive
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,102,Dashen Bank,Google Play Store,0.044,0.467,0.489,0.936,positive
Wow Dashen Super App 🚀🚀,5,2025-01-14,23,Dashen Bank,Google Play Store,0.0,0.342,0.658,0.8271,positive
All in One,5,2025-01-14,10,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The best Banking app I have ever seen,5,2025-01-14,37,Dashen Bank,Google Play Store,0.0,0.625,0.375,0.6369,positive
It looks good and simple to use,5,2025-01-14,31,Dashen Bank,Google Play Store,0.0,0.674,0.326,0.4404,positive
App That makes Difference!,5,2025-01-14,26,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Faster and userfriendly,5,2025-01-14,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
