review,sentiment,cluster,theme,bank
Great app!,positive,2,Convenience & Excellence,CBE
CBE,neutral,3,Customer Satisfaction & Gratitude,CBE
very good 👍 👏,positive,2,Convenience & Excellence,CBE
great when it works,positive,0,Positive App Experience,CBE
"the app is very good, but why screenshots is impossible?",positive,2,Convenience & Excellence,CBE
excellent match application,positive,1,Developer & Application Praise,CBE
The Best app😍😍😍,positive,2,Convenience & Excellence,CBE
excellent app,positive,2,Convenience & Excellence,CBE
easy to use and user friendly,positive,0,Positive App Experience,CBE
very nice,positive,0,Positive App Experience,CBE
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,neutral,0,Positive App Experience,CBE
well software,positive,0,Positive App Experience,CBE
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,neutral,0,Positive App Experience,CBE
CBE very good apps,positive,3,Customer Satisfaction & Gratitude,CBE
"This application fast, secure and more convenient. Thanks CBE",positive,1,Developer & Application Praise,CBE
excellent service,positive,0,Positive App Experience,CBE
it's best,positive,0,Positive App Experience,CBE
Why didn't you display cash transactions and bank statement in the mobile banking app?,neutral,0,Positive App Experience,CBE
Amazing app,positive,2,Convenience & Excellence,CBE
our legitimate bank,neutral,0,Positive App Experience,CBE
Ever and never seen this kind of app I proud my CBE,positive,3,Customer Satisfaction & Gratitude,CBE
very good and safe for me!,positive,2,Convenience & Excellence,CBE
it is best bank,positive,0,Positive App Experience,CBE
"very good, but sometimes....",positive,2,Convenience & Excellence,CBE
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,neutral,0,Positive App Experience,CBE
Why not allowed to pay for fuel?,positive,0,Positive App Experience,CBE
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,negative,0,Positive App Experience,CBE
ቆንጆ ነው,neutral,0,Positive App Experience,CBE
Great version,positive,0,Positive App Experience,CBE
Good and easy to use,positive,2,Convenience & Excellence,CBE
nice app and fast money transfer,positive,0,Positive App Experience,CBE
Really automated...,neutral,0,Positive App Experience,CBE
good App,positive,2,Convenience & Excellence,CBE
bek betam kelal,neutral,0,Positive App Experience,CBE
ምርጥ አፕ ነው ተመችቶኛል❤❤,positive,0,Positive App Experience,CBE
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,positive,2,Convenience & Excellence,CBE
"very good, keep it up",positive,2,Convenience & Excellence,CBE
there is some issue the process it delay,negative,0,Positive App Experience,CBE
what an amazing application in Ethiopian Banking industry which is very interested one!,positive,1,Developer & Application Praise,CBE
interesting,positive,0,Positive App Experience,CBE
simple&fast!!!,neutral,0,Positive App Experience,CBE
it is very good app,positive,2,Convenience & Excellence,CBE
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,positive,0,Positive App Experience,CBE
Very God thanks,positive,0,Positive App Experience,CBE
The sum is good.,positive,2,Convenience & Excellence,CBE
best of bests,positive,0,Positive App Experience,CBE
am happy thank you CBE🫡,positive,3,Customer Satisfaction & Gratitude,CBE
it's very nice 👍.,positive,0,Positive App Experience,CBE
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",positive,0,Positive App Experience,CBE
Very good,positive,2,Convenience & Excellence,CBE
halan garidhaa cbe,neutral,3,Customer Satisfaction & Gratitude,CBE
best apps for useing,positive,0,Positive App Experience,CBE
like it,positive,0,Positive App Experience,CBE
Good apps ...But fix the screenshot its not easy like before ......,negative,0,Positive App Experience,CBE
l love it,positive,0,Positive App Experience,CBE
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",negative,1,Developer & Application Praise,CBE
in this update why screenshoot is disabled now it's not working,neutral,0,Positive App Experience,CBE
"realy I donot seen like this application ! fast ,safe ande confortable",positive,1,Developer & Application Praise,CBE
Excellent but needed upgrading!,positive,0,Positive App Experience,CBE
goods app!! pleace update this apps??,neutral,0,Positive App Experience,CBE
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",negative,0,Positive App Experience,CBE
Fantastic app! I appreciate it very much,positive,0,Positive App Experience,CBE
Convenient app,neutral,2,Convenience & Excellence,CBE
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,neutral,0,Positive App Experience,CBE
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,positive,0,Positive App Experience,CBE
why why u remove screen shoot😡😡,negative,0,Positive App Experience,CBE
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",negative,0,Positive App Experience,CBE
very nice one,positive,0,Positive App Experience,CBE
good application,positive,1,Developer & Application Praise,CBE
problem solver and the best fast app,positive,0,Positive App Experience,CBE
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,neutral,0,Positive App Experience,CBE
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,positive,0,Positive App Experience,CBE
you must added dark mode options ❗,neutral,0,Positive App Experience,CBE
Thank you,positive,0,Positive App Experience,CBE
cbe,neutral,3,Customer Satisfaction & Gratitude,CBE
ممتاز جدا جدا,neutral,0,Positive App Experience,CBE
very nice and convenient app,positive,2,Convenience & Excellence,CBE
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,negative,0,Positive App Experience,CBE
👍👍👍,neutral,0,Positive App Experience,CBE
Great experience so far but why this app ain't working while developer mode is on?,positive,0,Positive App Experience,CBE
why did the screen shot stopped ?????,negative,0,Positive App Experience,CBE
it's genuine app..,neutral,2,Convenience & Excellence,CBE
okay 👌👍,positive,0,Positive App Experience,CBE
it's a very good application but sometimes it takes a long time to synchronize,positive,1,Developer & Application Praise,CBE
commercial dank...,neutral,0,Positive App Experience,CBE
it's very good,positive,2,Convenience & Excellence,CBE
to getting money,neutral,0,Positive App Experience,CBE
some times it is difficult to get reciepts for the payment made,negative,0,Positive App Experience,CBE
this app is best,positive,2,Convenience & Excellence,CBE
it's very useful,positive,0,Positive App Experience,CBE
best app and update more features *****,positive,0,Positive App Experience,CBE
best app for this vast digital finanical word,positive,0,Positive App Experience,CBE
this app is my favorite application,positive,1,Developer & Application Praise,CBE
Hooo I love this application,positive,1,Developer & Application Praise,CBE
The app protects me from screenshot after update. Please make revision on the app.,positive,2,Convenience & Excellence,CBE
Screenshot or slip not working,neutral,0,Positive App Experience,CBE
thank you for help,positive,0,Positive App Experience,CBE
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,positive,0,Positive App Experience,CBE
Thise is helpfull and have good and easy for mobile money usage in ethiopia,positive,0,Positive App Experience,CBE
thank you,positive,0,Positive App Experience,CBE
good app.,positive,2,Convenience & Excellence,CBE
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",negative,0,Positive App Experience,CBE
love,positive,1,Mixed Performance & Features,Dashen
መቸሸጠ,neutral,1,Mixed Performance & Features,Dashen
wow,positive,1,Mixed Performance & Features,Dashen
gadaa,neutral,1,Mixed Performance & Features,Dashen
Massive upgrade from the Amole app.,neutral,1,Mixed Performance & Features,Dashen
good,positive,1,Mixed Performance & Features,Dashen
very good for this app,positive,1,Mixed Performance & Features,Dashen
top,positive,1,Mixed Performance & Features,Dashen
this app better than Amole . but the biometric on new update doesn't work,positive,1,Mixed Performance & Features,Dashen
Wow,positive,1,Mixed Performance & Features,Dashen
wow to it saff and this app,positive,1,Mixed Performance & Features,Dashen
it too slow,neutral,1,Mixed Performance & Features,Dashen
ዳሽን ባንክ ይለያል,neutral,1,Mixed Performance & Features,Dashen
real life changer,neutral,0,Convenience & Usability,Dashen
👍👍👍,neutral,1,Mixed Performance & Features,Dashen
nice application,positive,1,Mixed Performance & Features,Dashen
useless app ever loading take long,negative,1,Mixed Performance & Features,Dashen
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",positive,2,Positive Experience & Speed,Dashen
very useful App,positive,2,Positive Experience & Speed,Dashen
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",negative,1,Mixed Performance & Features,Dashen
Wawww,neutral,1,Mixed Performance & Features,Dashen
it is good but some times says duplicate transaction why?,positive,1,Mixed Performance & Features,Dashen
very Nice,positive,1,Mixed Performance & Features,Dashen
its best,positive,3,Strong Recommendation,Dashen
it is not as good as to the other mobile bank app.,negative,2,Positive Experience & Speed,Dashen
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",positive,0,Convenience & Usability,Dashen
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,positive,1,Mixed Performance & Features,Dashen
The best app ever in finance sector,positive,3,Strong Recommendation,Dashen
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,positive,1,Mixed Performance & Features,Dashen
dashen bank or dashen super app?,positive,2,Positive Experience & Speed,Dashen
wowwwe app,neutral,2,Positive Experience & Speed,Dashen
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,neutral,1,Mixed Performance & Features,Dashen
always lagging,negative,1,Mixed Performance & Features,Dashen
Amazing Application...,positive,1,Mixed Performance & Features,Dashen
Fantastic,positive,1,Mixed Performance & Features,Dashen
"Dashen bank app is very good, but sometimes it is not working well",neutral,2,Positive Experience & Speed,Dashen
its my choice,neutral,1,Mixed Performance & Features,Dashen
wow apo,positive,1,Mixed Performance & Features,Dashen
awesome app keep going,positive,1,Mixed Performance & Features,Dashen
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",positive,0,Convenience & Usability,Dashen
Game changer,neutral,0,Convenience & Usability,Dashen
Totally amazing,positive,1,Mixed Performance & Features,Dashen
super 😎,positive,2,Positive Experience & Speed,Dashen
what a helpful app!!!!,positive,2,Positive Experience & Speed,Dashen
Good,positive,1,Mixed Performance & Features,Dashen
nice,positive,1,Mixed Performance & Features,Dashen
"To be honest, best banking and lifestyle app in Ethiopia.",positive,3,Strong Recommendation,Dashen
fast,neutral,0,Convenience & Usability,Dashen
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",neutral,1,Mixed Performance & Features,Dashen
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",positive,0,Convenience & Usability,Dashen
Amazing app super easy to use and best design. loved it.,positive,2,Positive Experience & Speed,Dashen
its the best ever,positive,3,Strong Recommendation,Dashen
excellent game changer App,positive,0,Convenience & Usability,Dashen
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,1,Mixed Performance & Features,Dashen
it seems me logging out within minutes,neutral,1,Mixed Performance & Features,Dashen
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,neutral,2,Positive Experience & Speed,Dashen
yes i want dashen super open,positive,2,Positive Experience & Speed,Dashen
Best App,positive,3,Strong Recommendation,Dashen
faster than this version,neutral,1,Mixed Performance & Features,Dashen
"Best UI mobile banking app, props to design team",positive,3,Strong Recommendation,Dashen
thank you,positive,1,Mixed Performance & Features,Dashen
great app,positive,1,Mixed Performance & Features,Dashen
bad.,negative,1,Mixed Performance & Features,Dashen
Dashen bank always one step ahead,neutral,2,Positive Experience & Speed,Dashen
dashen super app is secure band very easy,positive,2,Positive Experience & Speed,Dashen
It is very fast and secured mobile banking app! I like this app!,positive,2,Positive Experience & Speed,Dashen
best app I have ever seen,positive,3,Strong Recommendation,Dashen
best of best,positive,3,Strong Recommendation,Dashen
waw,neutral,1,Mixed Performance & Features,Dashen
best app,positive,3,Strong Recommendation,Dashen
Its slow when i try to see the Recent Transaction and stucked,neutral,1,Mixed Performance & Features,Dashen
wowslnwoooo wowwww amazing !!!!!!!!,positive,1,Mixed Performance & Features,Dashen
wow appl,positive,1,Mixed Performance & Features,Dashen
why do i have to change a pin number i use my finger print so dummy,positive,1,Mixed Performance & Features,Dashen
very nice,positive,1,Mixed Performance & Features,Dashen
great,positive,1,Mixed Performance & Features,Dashen
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",positive,1,Mixed Performance & Features,Dashen
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",positive,0,Convenience & Usability,Dashen
Very easy and Fast.,positive,2,Positive Experience & Speed,Dashen
Incomparably user-friendly and fast app for mobile banking.,neutral,0,Convenience & Usability,Dashen
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",negative,1,Mixed Performance & Features,Dashen
execellent,neutral,1,Mixed Performance & Features,Dashen
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",positive,0,Convenience & Usability,Dashen
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,neutral,0,Convenience & Usability,Dashen
it is incredible product.,neutral,1,Mixed Performance & Features,Dashen
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",positive,0,Convenience & Usability,Dashen
"It's an amazing app, experience it!!",positive,2,Positive Experience & Speed,Dashen
This is the best banking app ever. I recommend everyone to use it.,positive,3,Strong Recommendation,Dashen
It is the best application!!!,positive,3,Strong Recommendation,Dashen
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",neutral,1,Mixed Performance & Features,Dashen
its features are so dynamic,positive,1,Mixed Performance & Features,Dashen
fast &Friendly user Application.,positive,0,Convenience & Usability,Dashen
"Fast, Reliable and User Friendly. Keep it Up",positive,0,Convenience & Usability,Dashen
"#dashen super app is easy to use, secure & fast transaction😍",positive,2,Positive Experience & Speed,Dashen
i love this app esp 3 click that make e-commerce easier and convinient.,positive,1,Mixed Performance & Features,Dashen
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,positive,2,Positive Experience & Speed,Dashen
Great for everyday banking and payments on the go,positive,1,Mixed Performance & Features,Dashen
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",positive,2,Positive Experience & Speed,Dashen
making transactions has never been easier. the new update is just amazing,positive,1,Mixed Performance & Features,Dashen
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",positive,2,Positive Experience & Speed,Dashen
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,positive,1,Mixed Performance & Features,Dashen
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,neutral,1,Mixed Performance & Features,Dashen
Convenient!,neutral,0,Convenience & Usability,Dashen
It is an amazing application that meets the needs of customers.,positive,1,Mixed Performance & Features,Dashen
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,positive,1,Mixed Performance & Features,Dashen
the best Supper App ever,positive,3,Strong Recommendation,Dashen
"This is the best app ever, when is it planned to include digital lending and gasification?",positive,3,Strong Recommendation,Dashen
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",positive,2,Positive Experience & Speed,Dashen
Dashen bank is my number one choice,positive,2,Positive Experience & Speed,Dashen
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,positive,2,Positive Experience & Speed,Dashen
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",positive,0,Convenience & Usability,Dashen
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0,Convenience & Usability,Dashen
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,positive,2,Positive Experience & Speed,Dashen
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",positive,1,Mixed Performance & Features,Dashen
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,positive,0,Convenience & Usability,Dashen
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",positive,0,Convenience & Usability,Dashen
Easy to use and has many options. It is the best financial app I have ever used.,positive,2,Positive Experience & Speed,Dashen
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",positive,2,Positive Experience & Speed,Dashen
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",positive,1,Mixed Performance & Features,Dashen
"This app has everything I was looking for, dashen is becoming a grandmaster.",neutral,2,Positive Experience & Speed,Dashen
Very convenient,neutral,0,Convenience & Usability,Dashen
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",positive,1,Mixed Performance & Features,Dashen
wawwwww what nice super app !!keep it up dashen bank !!,positive,2,Positive Experience & Speed,Dashen
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",positive,0,Convenience & Usability,Dashen
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",positive,2,Positive Experience & Speed,Dashen
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",positive,2,Positive Experience & Speed,Dashen
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",positive,2,Positive Experience & Speed,Dashen
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,positive,1,Mixed Performance & Features,Dashen
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",positive,2,Positive Experience & Speed,Dashen
Excellent app.,positive,2,Positive Experience & Speed,Dashen
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,positive,2,Positive Experience & Speed,Dashen
thanks again,positive,1,Mixed Performance & Features,Dashen
Super Easy To Use and Fast Transaction.,positive,2,Positive Experience & Speed,Dashen
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",positive,2,Positive Experience & Speed,Dashen
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",positive,2,Positive Experience & Speed,Dashen
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",positive,0,Convenience & Usability,Dashen
what an App,neutral,2,Positive Experience & Speed,Dashen
The new e-commerce feature is incredibly amazing and user friendly.,positive,0,Convenience & Usability,Dashen
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",positive,2,Positive Experience & Speed,Dashen
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",positive,1,Mixed Performance & Features,Dashen
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",positive,0,Convenience & Usability,Dashen
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",positive,0,Convenience & Usability,Dashen
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",positive,2,Positive Experience & Speed,Dashen
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",positive,1,Mixed Performance & Features,Dashen
the chat banking and unique and only app that alow money request!!,neutral,1,Mixed Performance & Features,Dashen
Better and inclusive app!,positive,1,Mixed Performance & Features,Dashen
Amazing Application,positive,1,Mixed Performance & Features,Dashen
It keep my time to pay my bills and I generate my satment easily,positive,1,Mixed Performance & Features,Dashen
"It's an amazing app that is up-to-date with the times, wow wow",positive,1,Mixed Performance & Features,Dashen
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,positive,0,Convenience & Usability,Dashen
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",positive,2,Positive Experience & Speed,Dashen
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",positive,2,Positive Experience & Speed,Dashen
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",positive,0,Convenience & Usability,Dashen
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",positive,0,Convenience & Usability,Dashen
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",positive,1,Mixed Performance & Features,Dashen
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,positive,2,Positive Experience & Speed,Dashen
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",positive,2,Positive Experience & Speed,Dashen
it's a hestorical app. in the bank industry.,neutral,2,Positive Experience & Speed,Dashen
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",positive,0,Convenience & Usability,Dashen
"easy &,simple to use",positive,2,Positive Experience & Speed,Dashen
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",positive,0,Convenience & Usability,Dashen
"All in one, that is it 👌",positive,1,Mixed Performance & Features,Dashen
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",positive,2,Positive Experience & Speed,Dashen
very easy and flexible app.,positive,2,Positive Experience & Speed,Dashen
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",positive,2,Positive Experience & Speed,Dashen
dashen super app is simple faster and reliable.,positive,2,Positive Experience & Speed,Dashen
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",positive,0,Convenience & Usability,Dashen
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",positive,1,Mixed Performance & Features,Dashen
this app is the most simply to use and secure safe i love it to use for any bank transaction,positive,2,Positive Experience & Speed,Dashen
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",positive,0,Convenience & Usability,Dashen
An app with High performance and advanced features!,positive,1,Mixed Performance & Features,Dashen
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",positive,0,Convenience & Usability,Dashen
"Good actually , but it have to WORK when developer option is on 🙏",positive,1,Mixed Performance & Features,Dashen
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",neutral,0,Convenience & Usability,Dashen
I appreciate that Dashen Bank takes lifestyle services into account.,positive,2,Positive Experience & Speed,Dashen
keep it up!,neutral,1,Mixed Performance & Features,Dashen
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,positive,2,Positive Experience & Speed,Dashen
very comfortable app keep it,positive,2,Positive Experience & Speed,Dashen
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,positive,2,Positive Experience & Speed,Dashen
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",positive,1,Mixed Performance & Features,Dashen
easiness to use with fast response time,positive,1,Mixed Performance & Features,Dashen
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",positive,0,Convenience & Usability,Dashen
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",positive,2,Positive Experience & Speed,Dashen
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",positive,0,Convenience & Usability,Dashen
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,positive,2,Positive Experience & Speed,Dashen
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",positive,2,Positive Experience & Speed,Dashen
A fantastic product!! keep the good work.,positive,1,Mixed Performance & Features,Dashen
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",positive,2,Positive Experience & Speed,Dashen
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",positive,2,Positive Experience & Speed,Dashen
Dashen supper App is the most useful app for our customers,positive,2,Positive Experience & Speed,Dashen
it is the most amazing mobile app,positive,2,Positive Experience & Speed,Dashen
